Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev
4.21,1.972,0.42,1126.3,486.0,0.86,1.44062,0.00036
6.71,1.072,0.293,915.0,576.7,0.718,1.5144,0.00042
7.67,1.556,0.35,1597.9,463.5,0.885,1.58755,0.00034
8.75,1.447,0.621,774.6,568.3,0.735,1.26364,0.00038
6.89,1.136,0.332,984.7,428.8,0.92,1.53497,0.00041
1.03,1.468,0.286,811.1,433.9,0.915,0.81688,0.00031
8.35,1.864,0.697,985.0,580.5,0.71,1.40884,0.0004
2.96,1.887,0.499,1289.0,512.9,0.825,1.38723,0.0004
2.69,1.777,0.226,1172.1,424.9,0.923,0.91083,0.00035
5.52,1.792,0.739,508.2,465.2,0.883,1.33188,0.00038
3.14,1.103,0.26,1702.7,571.6,0.729,1.36367,0.0004
7.52,1.237,0.39,596.1,544.8,0.778,1.50422,0.00037
6.64,1.596,0.556,1458.4,347.1,0.982,1.48077,0.00038
2.98,1.327,0.419,1505.2,523.1,0.811,1.34115,0.00047
2.39,1.867,0.445,314.0,304.0,1.002,1.28649,0.00038
8.16,1.531,0.296,1189.8,404.5,0.941,1.5755,0.00037
7.52,1.897,0.536,1347.0,440.5,0.909,1.58108,0.00031
1.11,1.607,0.247,383.6,338.3,0.987,0.66016,0.00025
7.06,1.921,0.78,373.8,369.3,0.968,1.41929,0.00038
2.31,1.496,0.676,1323.7,595.9,0.671,0.90807,0.00041
4.43,1.185,0.222,325.0,316.2,0.997,1.401,0.00039
1.42,1.203,0.455,803.4,393.1,0.95,1.10221,0.00042
3.74,1.128,0.374,971.4,441.1,0.908,1.38255,0.00039
7.76,1.771,0.249,1713.7,560.7,0.75,1.4761,0.00038
6.63,1.862,0.787,444.7,439.1,0.91,1.34396,0.00039
3.44,1.225,0.439,1041.5,462.0,0.887,1.32373,0.00041
5.06,1.209,0.476,415.0,375.5,0.964,1.34223,0.00043
8.01,1.003,0.283,1659.1,386.9,0.955,1.5448,0.00039
5.34,1.66,0.634,1084.0,415.9,0.931,1.38668,0.00043
6.98,1.58,0.295,1316.2,430.5,0.918,1.52964,0.00041
8.7,1.312,0.214,1443.7,353.4,0.978,1.5286,0.0004
1.4,1.149,0.403,1620.6,301.6,1.003,1.1165,0.0004
1.24,1.97,0.715,1632.7,490.4,0.854,1.0911,0.00038
4.62,1.778,0.565,1514.9,455.1,0.894,1.46601,0.00043
2.83,1.172,0.239,1439.6,463.2,0.885,1.28067,0.00041
5.76,1.246,0.251,991.7,422.7,0.925,1.50875,0.00039
1.02,1.995,0.308,733.2,568.5,0.735,0.70806,0.00026
6.01,1.711,0.607,1298.4,503.0,0.839,1.43469,0.00038
1.5,1.937,0.745,326.3,322.9,0.995,1.18505,0.00041
3.58,1.237,0.217,810.9,352.7,0.979,1.27922,0.00042
1.22,1.533,0.481,770.2,313.3,0.999,1.11225,0.00037
6.76,1.717,0.642,798.1,430.8,0.918,1.44324,0.00044
8.89,1.541,0.485,1235.4,353.4,0.978,1.56478,0.00038
5.78,1.144,0.266,744.3,597.4,0.667,1.52931,0.00036
1.75,1.539,0.215,1295.0,342.3,0.985,0.77699,0.0003
6.41,1.321,0.236,1221.0,350.1,0.98,1.48398,0.00036
6.46,1.61,0.447,613.7,573.2,0.725,1.5469,0.00038
7.38,1.777,0.212,1106.9,375.5,0.964,1.27236,0.00037
1.6,1.174,0.499,1658.2,554.0,0.762,0.92222,0.00036
8.82,1.256,0.255,1233.5,304.8,1.002,1.59681,0.00034
5.83,1.278,0.483,655.3,459.1,0.89,1.37622,0.00039
7.69,1.141,0.266,1297.2,401.1,0.944,1.5853,0.00037
4.62,1.137,0.343,1226.6,327.0,0.993,1.46619,0.00037
8.63,1.028,0.271,1094.6,474.6,0.873,1.57682,0.00042
3.02,1.861,0.214,1761.5,358.3,0.975,0.84892,0.00033
7.83,1.629,0.498,427.9,302.1,1.003,1.59032,0.00038
4.53,1.427,0.39,1189.4,481.8,0.865,1.4834,0.00043
3.79,1.245,0.294,769.1,423.0,0.925,1.43645,0.00041
2.88,1.113,0.249,387.7,340.3,0.986,1.33263,0.00037
4.15,1.463,0.646,1202.3,427.7,0.921,1.1414,0.00042
8.86,1.493,0.609,473.8,401.8,0.943,1.39624,0.00037
1.77,1.497,0.37,366.0,304.8,1.002,1.18775,0.00038
4.18,1.016,0.378,345.1,332.1,0.99,1.35421,0.00044
1.62,1.788,0.622,688.3,364.3,0.971,1.21668,0.00036
3.91,1.151,0.3,719.8,406.7,0.939,1.45642,0.00035
2.84,1.448,0.436,511.2,366.0,0.97,1.38999,0.00036
6.19,1.029,0.444,601.4,346.8,0.982,1.20912,0.00039
3.28,1.743,0.539,1786.4,569.4,0.733,1.37365,0.0004
2.22,1.61,0.56,828.0,351.8,0.979,1.29658,0.0004
2.97,1.005,0.402,623.9,512.5,0.826,1.15641,0.0004
6.07,1.009,0.303,1579.9,454.8,0.894,1.47678,0.00045
2.89,1.457,0.253,1568.7,438.8,0.91,1.19127,0.00038
7.84,1.05,0.229,1451.6,346.3,0.982,1.58019,0.00039
1.26,1.741,0.374,1761.1,455.7,0.893,0.96388,0.00032
4.03,1.399,0.589,1139.4,568.8,0.734,1.14252,0.00041
3.8,1.142,0.45,1319.0,300.8,1.003,1.26394,0.00045
8.97,1.39,0.452,1474.4,528.4,0.803,1.49798,0.0004
8.73,1.796,0.336,1428.5,573.0,0.726,1.60319,0.00036
3.06,1.374,0.263,1105.3,596.9,0.668,1.33223,0.00037
4.05,1.006,0.251,394.3,386.9,0.955,1.46632,0.00038
7.17,1.886,0.85,1058.9,453.5,0.896,1.2399,0.00042
2.9,1.12,0.229,642.9,532.0,0.798,1.31887,0.00039
5.26,1.681,0.58,1395.2,432.7,0.916,1.44957,0.00035
5.98,1.918,0.701,1767.6,338.0,0.987,1.45112,0.00039
1.7,1.136,0.416,1410.2,503.3,0.838,1.12247,0.00034
1.8,1.439,0.333,1670.3,491.8,0.853,1.16481,0.00036
4.62,1.263,0.226,1462.1,599.6,0.661,1.44061,0.00039
3.69,1.993,0.78,1379.3,333.7,0.989,1.34082,0.00045
6.19,1.019,0.294,670.0,317.6,0.997,1.5345,0.00037
8.8,1.248,0.427,974.3,438.7,0.91,1.49028,0.00037
4.98,1.8,0.764,1687.1,450.9,0.898,1.24597,0.0004
6.04,1.55,0.669,447.8,418.4,0.929,1.28107,0.00036
1.78,1.124,0.24,611.0,343.4,0.984,1.11055,0.00039
4.84,1.62,0.578,1479.4,382.8,0.958,1.41909,0.0004
3.26,1.11,0.438,930.3,435.3,0.914,1.22106,0.00045
5.75,1.649,0.408,1358.2,525.7,0.807,1.53963,0.00037
4.46,1.338,0.481,1125.0,347.3,0.982,1.39429,0.00039
8.03,1.975,0.349,1085.1,433.1,0.916,1.53813,0.0004
2.03,1.668,0.712,1451.9,468.1,0.88,1.07449,0.00041
5.94,1.039,0.329,1073.8,588.0,0.692,1.4116,0.00045
3.19,1.999,0.847,1152.9,472.9,0.875,1.20263,0.00044
3.73,1.289,0.513,455.0,430.3,0.918,1.2813,0.00043
6.4,1.305,0.383,1003.0,386.5,0.955,1.53916,0.00037
3.0,1.669,0.217,1472.0,597.4,0.667,1.09892,0.00038
6.5,1.723,0.696,1229.7,545.5,0.777,1.30869,0.00042
6.49,1.026,0.242,1781.3,461.4,0.887,1.53848,0.00039
3.59,1.635,0.31,532.6,449.2,0.9,1.34208,0.00037
4.13,1.628,0.643,1315.1,411.7,0.935,1.31182,0.00042
4.79,1.524,0.642,1394.7,473.3,0.874,1.22329,0.00039
7.63,1.32,0.508,692.5,383.9,0.957,1.41235,0.00045
5.32,1.768,0.504,1571.3,479.7,0.867,1.51364,0.00043
4.69,1.375,0.617,797.0,582.7,0.705,1.06789,0.00046
7.92,1.933,0.728,402.5,322.8,0.995,1.50241,0.00047
3.22,1.928,0.721,1392.6,595.6,0.672,1.25911,0.00036
1.12,1.123,0.303,1668.7,303.4,1.002,1.01026,0.00034
1.6,1.321,0.465,1627.7,360.3,0.974,1.16347,0.00038
3.7,1.935,0.587,1030.1,380.4,0.96,1.45287,0.00039
3.2,1.927,0.528,1120.2,504.2,0.837,1.41418,0.00039
6.75,1.78,0.49,1092.6,341.6,0.985,1.57457,0.00038
3.85,1.712,0.766,1376.6,340.7,0.986,1.15227,0.00041
8.78,1.156,0.414,1702.7,533.7,0.795,1.39511,0.00041
1.82,1.26,0.332,1586.5,406.0,0.94,1.20351,0.00037
7.25,1.745,0.679,647.3,538.6,0.788,1.38752,0.00041
8.79,1.311,0.377,969.3,406.3,0.94,1.5852,0.0004
4.16,1.337,0.429,1365.5,379.2,0.961,1.43301,0.00041
5.65,1.193,0.286,1487.6,338.5,0.987,1.52398,0.00038
8.69,1.933,0.587,1693.5,465.0,0.884,1.57064,0.00038
4.84,1.305,0.24,1642.7,465.4,0.883,1.4237,0.00038
6.97,1.813,0.645,732.7,472.4,0.875,1.48206,0.00039
3.75,1.192,0.372,1732.0,545.1,0.777,1.37012,0.00041
4.27,1.786,0.623,385.7,325.3,0.993,1.46191,0.00041
4.33,1.447,0.488,1248.0,447.2,0.902,1.41719,0.00044
1.31,1.594,0.466,399.2,385.6,0.956,1.13435,0.00039
2.68,1.021,0.269,512.3,354.3,0.978,1.3509,0.00039
6.98,1.991,0.438,985.8,430.0,0.919,1.57154,0.00037
6.92,1.181,0.329,948.8,511.3,0.828,1.54106,0.00038
7.64,1.341,0.388,1420.2,392.9,0.951,1.56041,0.00032
2.0,1.294,0.506,312.1,305.5,1.001,1.21058,0.00041
1.9,1.349,0.364,1627.6,492.4,0.852,1.22823,0.00039
6.95,1.604,0.26,963.3,594.8,0.674,1.53321,0.00034
7.7,1.585,0.506,1455.3,512.4,0.826,1.51213,0.00041
6.23,1.386,0.592,1100.7,391.4,0.952,1.2572,0.00038
1.02,1.27,0.412,723.9,511.5,0.827,1.03017,0.00035
6.69,1.772,0.403,1699.0,553.8,0.762,1.56586,0.00042
3.06,1.874,0.535,1715.7,560.0,0.751,1.38462,0.0004
4.24,1.019,0.33,612.4,598.5,0.664,1.35495,0.0004
2.85,1.7,0.605,1571.6,311.4,0.999,1.33682,0.00041
7.46,1.361,0.555,326.5,305.7,1.001,1.3858,0.00043
7.15,1.895,0.713,1204.6,449.7,0.9,1.43895,0.00039
6.89,1.565,0.433,737.1,447.1,0.902,1.57518,0.00041
3.11,1.365,0.561,1387.1,515.6,0.822,1.15451,0.00049
3.21,1.913,0.522,1495.1,497.8,0.845,1.40854,0.00041
2.67,1.9,0.454,362.0,342.4,0.985,1.3285,0.00042
6.12,1.46,0.276,1264.3,596.1,0.671,1.53295,0.00037
4.94,1.553,0.622,355.4,351.8,0.979,1.36605,0.00043
2.27,1.736,0.329,404.9,391.9,0.951,1.14349,0.00037
3.75,1.077,0.346,977.8,480.6,0.866,1.38455,0.0004
6.64,1.007,0.416,611.4,352.1,0.979,1.27774,0.00037
5.56,1.592,0.484,830.9,452.3,0.897,1.51754,0.00039
1.01,1.206,0.358,934.6,325.7,0.993,1.01337,0.00035
8.03,1.923,0.841,1328.5,354.1,0.978,1.31441,0.00044
5.79,1.943,0.825,1483.3,587.4,0.693,1.21311,0.00041
3.88,1.625,0.515,626.7,315.7,0.998,1.46084,0.0004
3.66,1.924,0.329,858.8,423.1,0.925,1.27032,0.00037
1.75,1.301,0.405,1660.9,311.5,0.999,1.21373,0.00043
1.77,1.93,0.649,1439.8,470.4,0.878,1.22742,0.00041
5.15,1.443,0.213,1408.0,333.7,0.989,1.29332,0.00038
7.78,1.89,0.267,1370.5,568.4,0.735,1.48431,0.00038
7.95,1.156,0.423,1342.0,461.5,0.887,1.40088,0.00042
1.13,1.864,0.66,312.0,310.4,1.0,1.11261,0.00037
2.75,1.944,0.236,1629.4,523.8,0.81,0.9264,0.00038
1.97,1.835,0.228,851.9,590.8,0.685,0.86292,0.00028
5.42,1.578,0.242,1470.2,341.4,0.985,1.33266,0.00038
8.4,1.529,0.585,1132.6,512.9,0.825,1.3967,0.00039
3.91,1.281,0.204,605.0,501.3,0.841,1.29621,0.00042
3.07,1.741,0.437,893.2,434.5,0.915,1.39017,0.00039
4.97,1.562,0.581,675.4,512.7,0.826,1.37885,0.00043
6.17,1.788,0.757,1124.5,379.0,0.961,1.31146,0.00039
1.12,1.41,0.421,1759.3,507.5,0.833,1.04724,0.00037
5.75,1.275,0.413,925.3,326.0,0.993,1.4944,0.0004
1.99,1.131,0.354,722.5,539.2,0.787,1.24315,0.00044
2.73,1.479,0.446,1568.8,332.4,0.99,1.35755,0.00043
3.38,1.893,0.507,819.5,386.7,0.955,1.43076,0.00036
5.82,1.115,0.282,916.5,314.9,0.998,1.54047,0.00038
1.04,1.713,0.52,513.9,323.3,0.994,1.0502,0.00038
5.58,1.102,0.315,1796.7,325.0,0.994,1.49842,0.00042
7.5,1.976,0.466,474.9,319.4,0.996,1.59714,0.00032
1.31,1.358,0.321,651.3,388.5,0.954,1.03835,0.00037
6.12,1.282,0.391,368.1,362.4,0.972,1.54273,0.00037
7.31,1.941,0.755,774.2,385.4,0.956,1.44399,0.00037
8.86,1.375,0.383,374.8,371.9,0.966,1.61885,0.00039
3.76,1.769,0.265,562.9,510.4,0.829,1.23311,0.00038
4.25,1.392,0.319,1537.9,462.1,0.887,1.45384,0.00043
4.12,1.108,0.25,862.2,431.8,0.917,1.4461,0.00039
4.46,1.927,0.364,976.2,561.4,0.749,1.44032,0.00037
6.32,1.732,0.503,623.4,498.6,0.844,1.55429,0.00039
2.07,1.555,0.622,574.7,377.9,0.962,1.19861,0.00046
5.26,1.496,0.48,1058.9,323.1,0.994,1.49443,0.0004
2.63,1.69,0.728,1318.1,342.6,0.985,1.14888,0.00047
5.96,1.324,0.447,875.3,469.6,0.878,1.45811,0.00041
8.73,1.892,0.291,1634.0,566.0,0.74,1.54808,0.00036
1.71,1.635,0.622,1611.3,561.6,0.748,1.11289,0.00047
7.63,1.179,0.428,1577.5,576.9,0.718,1.34948,0.00046
4.51,1.782,0.712,378.2,358.1,0.975,1.37127,0.00042
6.23,1.642,0.736,1667.8,410.2,0.936,1.19475,0.0004
7.62,1.266,0.497,1426.2,440.4,0.909,1.34787,0.00044
5.24,1.266,0.478,1113.4,364.0,0.971,1.36776,0.00042
1.21,1.92,0.668,1208.8,365.9,0.97,1.11082,0.00041
4.28,1.941,0.467,1204.1,535.6,0.792,1.48055,0.00037
6.22,1.412,0.516,1685.0,373.0,0.965,1.41518,0.00044
3.17,1.562,0.614,439.8,353.6,0.978,1.31075,0.00046
2.61,1.377,0.293,432.0,330.1,0.991,1.26776,0.00037
4.56,1.366,0.612,1379.2,586.4,0.696,1.03991,0.00039
2.85,1.047,0.362,577.3,432.3,0.917,1.31497,0.00046
3.78,1.272,0.411,1197.7,525.0,0.808,1.38232,0.00042
3.07,1.184,0.495,1256.4,576.7,0.718,1.06514,0.0004
4.23,1.097,0.452,1604.4,403.4,0.942,1.18873,0.00039
5.5,1.658,0.201,751.3,491.7,0.853,1.22782,0.00037
6.46,1.582,0.497,1544.7,579.8,0.711,1.46899,0.00039
7.82,1.273,0.499,1788.5,431.7,0.917,1.34741,0.00041
6.14,1.901,0.616,1251.6,460.2,0.889,1.51061,0.00036
3.99,1.961,0.348,875.3,356.1,0.977,1.30707,0.00042
4.27,1.465,0.293,789.7,491.3,0.853,1.43307,0.00034
1.51,1.216,0.367,304.8,302.2,1.002,1.19084,0.0004
8.86,1.881,0.456,590.1,471.3,0.877,1.63219,0.00036
2.63,1.085,0.241,374.1,307.3,1.001,1.29424,0.0004
1.26,1.757,0.503,461.1,448.9,0.9,1.11658,0.00044
5.48,1.979,0.436,580.6,500.2,0.842,1.53288,0.00037
6.11,1.872,0.698,366.4,333.5,0.989,1.47842,0.00039
5.07,1.166,0.24,522.9,440.7,0.909,1.49005,0.00037
2.1,1.758,0.422,777.2,373.3,0.965,1.23803,0.00038
1.88,1.062,0.442,1213.1,553.7,0.763,0.97728,0.00045
4.64,1.167,0.485,1017.7,305.9,1.001,1.24069,0.00039
7.15,1.116,0.356,674.9,553.9,0.762,1.47412,0.00043
3.77,1.228,0.469,742.2,569.0,0.734,1.24693,0.00039
2.73,1.658,0.224,1364.9,463.9,0.885,0.98535,0.00038
3.09,1.186,0.411,1330.0,491.5,0.853,1.30478,0.00049
8.93,1.644,0.241,1424.9,511.1,0.828,1.51765,0.00035
4.69,1.199,0.421,723.1,381.8,0.959,1.41388,0.00041
7.0,1.11,0.22,996.8,579.6,0.712,1.56351,0.00039
6.61,1.659,0.739,1549.5,426.1,0.922,1.21508,0.00036
8.99,1.208,0.224,670.5,487.3,0.858,1.60721,0.00037
1.22,1.818,0.548,306.1,303.2,1.002,1.11902,0.00037
7.52,1.49,0.29,306.1,304.4,1.002,1.56284,0.00037
8.85,1.145,0.369,1793.7,315.4,0.998,1.5168,0.00043
6.76,1.957,0.827,1504.4,395.2,0.949,1.32512,0.00038
3.74,1.463,0.372,1205.6,360.5,0.974,1.43867,0.00042
3.87,1.163,0.446,1104.2,463.8,0.885,1.27259,0.00038
2.03,1.178,0.28,801.0,465.3,0.883,1.22852,0.00044
1.28,1.812,0.777,1693.2,414.1,0.933,0.98906,0.0004
6.92,1.683,0.417,636.8,511.5,0.827,1.58829,0.00036
7.94,1.599,0.448,657.8,477.3,0.87,1.59282,0.00041
5.51,1.471,0.311,1435.4,402.2,0.943,1.50191,0.00037
3.01,1.827,0.525,1381.3,578.7,0.714,1.38042,0.00038
1.98,1.416,0.396,1227.3,411.4,0.935,1.25579,0.00043
1.4,1.452,0.224,1299.0,325.1,0.994,0.75546,0.00031
5.59,1.964,0.44,1207.6,576.1,0.719,1.53804,0.0004
7.44,1.376,0.229,1161.5,350.8,0.98,1.49452,0.00037
4.9,1.046,0.358,644.5,432.1,0.917,1.41374,0.00048
8.54,1.597,0.248,355.8,332.1,0.99,1.49712,0.00038
6.02,1.46,0.217,1238.8,465.4,0.883,1.39176,0.00039
3.71,1.022,0.337,781.2,356.0,0.977,1.39195,0.00042
2.35,1.745,0.444,540.3,502.8,0.839,1.31948,0.00036
5.0,1.022,0.355,1678.2,520.4,0.815,1.34137,0.00039
4.0,1.046,0.407,1695.5,338.3,0.987,1.25529,0.00042
5.44,1.178,0.471,1491.3,544.4,0.778,1.22937,0.00042
6.76,1.914,0.608,533.5,468.7,0.879,1.54983,0.00038
6.33,1.825,0.497,1742.8,520.0,0.816,1.54542,0.00043
2.52,1.999,0.809,1267.9,305.8,1.001,1.2461,0.00036
6.74,1.654,0.652,1095.8,564.7,0.742,1.32647,0.00046
2.51,1.164,0.346,1345.8,524.4,0.809,1.30658,0.00045
4.82,1.373,0.494,1044.5,561.7,0.748,1.34747,0.00038
1.46,1.548,0.615,1114.0,529.1,0.802,1.05898,0.00043
4.3,1.069,0.305,1111.5,539.6,0.786,1.43481,0.00038
4.14,1.034,0.27,1614.9,530.7,0.8,1.43383,0.00044
2.69,1.865,0.477,637.9,536.9,0.79,1.36754,0.0004
6.73,1.768,0.517,1437.9,331.3,0.991,1.55991,0.00037
6.42,1.737,0.329,1642.3,466.7,0.882,1.51418,0.00037
6.84,1.05,0.347,1598.3,598.3,0.664,1.37615,0.00043
1.53,1.459,0.592,1102.6,427.0,0.922,1.0748,0.00042
3.86,1.767,0.764,1226.5,405.8,0.94,1.20377,0.0004
6.79,1.973,0.479,461.4,346.5,0.982,1.58455,0.00036
3.17,1.961,0.636,959.7,389.2,0.953,1.40898,0.00045
7.98,1.59,0.604,1359.5,320.9,0.995,1.44105,0.00046
1.2,1.432,0.401,1128.9,353.2,0.978,1.06764,0.00041
3.17,1.499,0.553,780.1,510.1,0.829,1.3055,0.00043
5.37,1.916,0.76,926.8,525.5,0.808,1.33932,0.00042
7.19,1.652,0.455,1069.1,551.8,0.766,1.56127,0.00036
5.53,1.495,0.67,667.5,547.6,0.773,1.14484,0.00034
7.37,1.216,0.225,1704.4,538.8,0.787,1.55384,0.00039
3.9,1.283,0.471,1661.3,311.6,0.999,1.34257,0.00041
2.41,1.172,0.325,1702.4,372.8,0.965,1.30345,0.00046
4.44,1.997,0.68,1123.3,419.8,0.928,1.45362,0.00035
4.68,1.285,0.202,644.2,404.0,0.942,1.32767,0.0004
6.6,1.782,0.728,453.8,445.9,0.903,1.37459,0.0004
3.15,1.749,0.78,1037.6,491.1,0.853,1.09603,0.00046
5.1,1.406,0.337,343.8,320.7,0.996,1.52587,0.00038
1.48,1.747,0.7,1530.0,587.0,0.694,1.02401,0.0004
7.41,1.484,0.433,1268.0,329.0,0.992,1.56811,0.00039
3.34,1.303,0.262,1760.9,553.6,0.763,1.35355,0.00037
4.15,1.955,0.569,1323.0,428.8,0.92,1.47494,0.00038
3.42,1.926,0.313,1692.6,391.1,0.952,1.19073,0.00034
7.67,1.809,0.306,1046.7,323.5,0.994,1.49096,0.00041
6.29,1.799,0.495,1062.0,527.5,0.805,1.55162,0.00042
2.47,1.392,0.222,1051.3,403.3,0.942,1.05831,0.00031
6.57,1.277,0.29,1548.1,526.7,0.806,1.55309,0.00036
3.77,1.17,0.211,976.7,306.8,1.001,1.31076,0.00041
3.87,1.797,0.752,1469.1,353.7,0.978,1.25635,0.00044
7.6,1.268,0.296,736.5,564.6,0.743,1.58884,0.0004
6.13,1.942,0.659,1534.1,386.6,0.955,1.49768,0.0004
3.57,1.619,0.688,910.0,410.4,0.936,1.21259,0.00042
6.55,1.172,0.271,1143.6,400.1,0.945,1.55754,0.00042
2.02,1.324,0.496,1208.6,509.1,0.83,1.1698,0.00044
5.33,1.286,0.491,831.6,309.9,1.0,1.37926,0.0004
8.31,1.033,0.4,408.7,366.0,0.97,1.3966,0.00042
2.02,1.37,0.251,1062.1,354.7,0.977,1.0602,0.00032
5.81,1.508,0.536,593.0,352.3,0.979,1.47017,0.00046
5.11,1.479,0.402,1677.6,379.8,0.96,1.50817,0.0004
3.36,1.681,0.698,1175.1,593.8,0.677,1.13817,0.00044
4.31,1.507,0.521,1553.8,583.6,0.703,1.34563,0.00045
2.67,1.27,0.262,624.9,317.1,0.997,1.25736,0.00037
7.47,1.873,0.675,1100.4,562.7,0.746,1.43567,0.00037
7.75,1.629,0.242,848.7,305.7,1.001,1.43131,0.00034
3.93,1.371,0.549,1421.3,435.9,0.913,1.25233,0.00042
1.2,1.935,0.553,1200.5,425.5,0.923,1.08175,0.00039
8.74,1.047,0.381,805.3,545.9,0.776,1.38752,0.00037
7.63,1.752,0.645,502.1,429.8,0.919,1.48361,0.00041
5.37,1.138,0.424,560.0,472.6,0.875,1.36385,0.00042
5.63,1.335,0.446,582.4,429.2,0.919,1.47799,0.00039
7.44,1.62,0.229,1293.2,326.7,0.993,1.38782,0.0004
7.07,1.332,0.59,1347.8,553.9,0.762,1.15809,0.00049
5.01,1.1,0.391,1044.4,538.3,0.788,1.34517,0.00046
2.13,1.575,0.211,1449.0,569.4,0.733,0.93305,0.00034
3.09,1.749,0.345,611.3,455.0,0.894,1.30552,0.00036
2.7,1.387,0.347,1617.0,437.1,0.912,1.33199,0.00035
3.3,1.159,0.384,542.3,418.9,0.929,1.38071,0.00047
3.94,1.311,0.48,1022.4,383.8,0.957,1.35645,0.0004
3.94,1.046,0.229,354.3,337.9,0.987,1.43049,0.00038
3.3,1.549,0.387,708.2,493.9,0.85,1.41615,0.00039
7.57,1.934,0.404,1325.7,332.0,0.99,1.56166,0.00036
1.04,1.729,0.761,723.5,320.7,0.996,0.94227,0.00039
4.11,1.06,0.204,1796.4,551.1,0.767,1.40052,0.00036
2.46,1.741,0.655,496.2,444.0,0.905,1.28748,0.00046
5.07,1.219,0.205,1212.2,414.1,0.933,1.39229,0.00044
8.8,1.866,0.213,1035.4,302.5,1.002,1.27933,0.00034
1.51,1.949,0.412,983.5,504.2,0.837,1.05659,0.00036
7.66,1.352,0.316,1266.6,504.5,0.837,1.58783,0.00039
3.69,1.41,0.295,733.6,546.9,0.774,1.41419,0.00041
5.28,1.481,0.213,557.7,425.4,0.923,1.31452,0.00039
1.88,1.625,0.722,629.3,351.7,0.979,1.05349,0.00038
5.35,1.783,0.686,300.6,300.5,1.003,1.43955,0.00041
5.81,1.356,0.523,752.7,483.1,0.863,1.35317,0.00038
8.7,1.882,0.325,1250.9,438.7,0.91,1.55141,0.00037
8.39,1.676,0.403,1532.8,509.0,0.831,1.60437,0.00036
7.8,1.342,0.355,1130.4,598.2,0.665,1.5471,0.00039
4.08,1.934,0.724,1318.8,454.4,0.895,1.36895,0.00041
1.38,1.441,0.394,428.0,301.6,1.003,1.1289,0.00042
6.61,1.389,0.483,589.3,547.7,0.773,1.44097,0.00042
6.9,1.378,0.491,1743.0,509.9,0.829,1.40657,0.00038
7.92,1.317,0.25,1051.0,534.6,0.794,1.58397,0.00033
5.18,1.153,0.231,374.1,366.9,0.969,1.48377,0.00038
6.61,1.339,0.556,460.4,356.7,0.976,1.33206,0.00041
5.91,1.248,0.373,1324.2,300.8,1.003,1.51688,0.00038
4.13,1.057,0.326,538.4,500.3,0.842,1.42948,0.00045
2.82,1.295,0.507,1230.4,347.9,0.981,1.23764,0.00046
1.46,1.184,0.322,353.2,330.9,0.991,1.14936,0.00039
3.68,1.365,0.576,1165.8,472.8,0.875,1.16787,0.00048
4.07,1.091,0.297,1785.4,490.1,0.855,1.43045,0.0004
2.15,1.862,0.615,383.6,380.8,0.96,1.32135,0.00043
7.7,1.967,0.509,1775.3,369.4,0.968,1.59059,0.0004
4.93,1.381,0.583,1190.4,422.8,0.925,1.22836,0.00033
4.06,1.767,0.501,891.4,374.1,0.965,1.47756,0.0004
2.46,1.918,0.656,822.3,467.7,0.881,1.32714,0.00041
7.31,1.912,0.491,806.4,589.5,0.688,1.58212,0.00033
7.26,1.916,0.238,712.2,322.8,0.995,1.27696,0.00046
5.15,1.89,0.834,1029.6,572.2,0.728,1.16518,0.00037
3.85,1.037,0.225,554.4,390.3,0.953,1.41789,0.00037
8.11,1.641,0.24,1290.4,553.5,0.763,1.51,0.00041
8.28,1.579,0.62,624.2,412.4,0.935,1.423,0.00038
1.0,1.575,0.26,485.7,419.2,0.929,0.68438,0.00032
4.39,1.262,0.499,423.5,388.5,0.954,1.32198,0.00041
4.94,1.389,0.562,1666.1,396.6,0.948,1.27975,0.0004
5.47,1.965,0.298,1233.4,544.1,0.779,1.39081,0.00034
2.23,1.165,0.207,1519.1,398.1,0.946,1.08882,0.00039
4.13,1.152,0.461,515.7,452.1,0.897,1.2612,0.0004
6.39,1.474,0.481,1045.1,548.0,0.772,1.46832,0.00041
4.09,1.69,0.644,1218.6,351.0,0.98,1.36221,0.00039
4.42,1.659,0.618,561.2,381.2,0.959,1.40589,0.00044
7.97,1.614,0.458,697.9,417.7,0.93,1.5955,0.00037
6.24,1.98,0.39,1577.1,371.8,0.966,1.49731,0.00035
5.09,1.397,0.562,676.0,432.7,0.916,1.31466,0.00046
3.75,1.691,0.774,1624.6,345.2,0.983,1.09516,0.0004
5.0,1.019,0.431,1576.0,499.5,0.843,1.12779,0.00038
8.82,1.285,0.344,1642.6,388.9,0.954,1.59148,0.00042
3.4,1.884,0.587,630.2,359.1,0.975,1.43968,0.00045
6.92,1.887,0.261,743.6,406.1,0.94,1.36192,0.00044
6.48,1.73,0.794,1776.3,508.7,0.831,1.14275,0.00038
2.37,1.745,0.36,1755.8,360.6,0.974,1.19273,0.00039
4.77,1.553,0.53,1791.5,405.3,0.941,1.4296,0.00039
2.74,1.236,0.432,460.1,311.2,0.999,1.33983,0.00046
4.79,1.5,0.506,1284.0,546.1,0.776,1.40546,0.00039
7.27,1.57,0.332,1724.1,454.5,0.895,1.56819,0.00037
5.36,1.129,0.267,930.6,589.5,0.688,1.50923,0.00038
